,Date,Capacity,Turnover,Open,High,Low,Close,Change,Transcation
154,2020-12-11,1907917,126578493,66.7,66.85,65.95,66.7,0.05,935
155,2020-12-14,1816914,120974748,66.7,66.75,66.35,66.5,-0.2,667
156,2020-12-15,2052357,135202202,66.35,66.5,65.65,65.75,-0.75,1139
157,2020-12-16,2328971,155348274,66.05,66.8,66.05,66.65,0.9,624
158,2020-12-17,1650506,109581815,66.65,66.75,66.2,66.55,-0.1,579
159,2020-12-18,1673916,111117365,66.4,66.6,66.25,66.35,-0.2,546
160,2020-12-21,1852274,123951238,66.35,67.05,66.0,67.05,0.7,665
161,2020-12-22,2041546,136277264,66.7,67.0,66.2,66.2,-0.85,878
162,2020-12-23,787668,52195913,66.15,66.4,66.0,66.4,0.2,490
163,2020-12-24,1532074,102154928,66.45,66.8,66.45,66.65,0.25,317
164,2020-12-25,1146424,76671630,66.85,67.15,66.7,66.8,0.15,543
165,2020-12-28,2241904,151081289,66.8,67.5,66.8,67.45,0.65,719
166,2020-12-29,1626313,109563589,67.5,67.6,67.2,67.4,-0.05,552
167,2020-12-30,1135406,77080508,67.45,68.3,67.4,68.3,0.9,580
168,2020-12-31,1338053,91798104,68.5,68.8,68.4,68.75,0.45,624
169,2021-01-04,1074978,74789110,68.75,70.3,68.75,70.0,1.25,1254
170,2021-01-05,1995346,139737790,70.0,70.25,69.7,70.25,0.25,1429
171,2021-01-06,2825860,200626256,70.75,71.65,70.1,70.8,0.55,1994
172,2021-01-07,1678447,121244506,71.25,72.65,71.25,72.4,1.6,1367
173,2021-01-08,1892145,139466617,73.75,74.15,73.1,74.1,1.7,1781
174,2021-01-11,2717558,200555246,74.0,74.35,73.5,74.35,0.25,2170
175,2021-01-12,2291749,170367439,74.35,74.95,74.05,74.45,0.1,1851
176,2021-01-13,2182744,165271894,75.0,76.05,74.85,76.0,1.55,1451
177,2021-01-14,2390881,180667998,76.0,76.0,75.05,75.3,-0.7,1795
178,2021-01-15,2744092,209701176,77.0,77.7,75.55,75.55,0.25,2129
179,2021-01-18,2801691,210952272,75.5,75.9,74.15,75.65,0.1,2152
180,2021-01-19,2200690,169297042,76.25,77.65,76.2,77.5,1.85,1391
181,2021-01-20,2836766,221377797,77.75,78.65,77.6,77.85,0.35,2327
182,2021-01-21,2831991,226124702,77.85,80.6,77.85,80.2,2.35,2220
183,2021-01-22,2675859,212636926,79.0,80.0,78.9,79.2,-1.0,3252
184,2021-01-25,3028485,236536779,79.05,79.05,77.3,78.3,-0.9,3091
185,2021-01-26,4187476,323068886,78.2,78.6,76.05,76.55,-1.75,4601
186,2021-01-27,2474213,189479946,76.75,77.35,76.2,76.5,-0.05,1817
187,2021-01-28,3232177,242240175,75.3,75.65,74.6,74.9,-1.6,4108
188,2021-01-29,2557808,191035218,75.9,76.0,73.55,73.55,-1.35,3235
189,2021-02-01,2566351,191113382,73.6,75.25,73.25,75.2,1.65,2087
190,2021-02-02,2347322,181533521,76.3,77.7,76.3,77.35,2.15,1839
191,2021-02-03,2010504,155975181,77.95,78.0,77.2,77.4,0.05,1552
192,2021-02-04,1878892,144232968,76.7,77.3,76.2,76.85,-0.55,1672
193,2021-02-05,2156288,167322275,77.8,78.2,77.3,77.6,0.75,2130
194,2021-02-17,4528668,365325275,80.2,81.1,79.85,80.8,3.2,3252
195,2021-02-18,2260906,182528776,80.9,81.35,80.3,80.7,-0.1,2062
196,2021-02-19,2523555,201452905,80.35,80.35,79.3,79.95,-0.75,2840
197,2021-02-22,2614348,209399627,80.55,80.85,79.8,79.9,-0.05,2364
198,2021-02-23,2290074,181737827,79.6,79.7,78.6,79.6,-0.3,2427
199,2021-02-24,2631819,207199490,78.95,79.4,78.3,78.3,-1.3,4383
200,2021-02-25,1843711,145532374,79.2,79.3,78.55,79.1,0.8,1860
201,2021-02-26,5681359,441437551,77.8,78.1,77.05,77.45,-1.65,8924
202,2021-03-02,3151930,244046153,78.15,78.15,76.75,76.75,-0.7,5449
203,2021-03-03,1668445,128840926,76.75,78.0,76.3,78.0,1.25,2065
204,2021-03-04,4447139,339777201,77.2,77.2,75.9,76.4,-1.6,6192
205,2021-03-05,2912184,220078919,75.3,76.2,74.4,75.7,-0.7,4833
206,2021-03-08,3279206,249921983,76.5,76.9,75.6,75.65,-0.05,4316
207,2021-03-09,2386794,179475503,75.05,75.65,74.65,75.5,-0.15,3596
208,2021-03-10,1565965,118680233,75.85,76.25,75.55,75.75,0.25,2230
209,2021-03-11,1609746,124165781,75.9,77.4,75.9,77.3,1.55,1520
210,2021-03-12,1516972,117616441,77.9,77.95,77.25,77.6,0.3,1597
211,2021-03-15,1299995,100767891,77.6,77.65,77.25,77.5,-0.1,1771
212,2021-03-16,2147674,166973699,77.7,78.0,77.45,77.9,0.4,2182
213,2021-03-17,1723636,133408862,77.9,78.0,77.0,77.2,-0.7,2553
214,2021-03-18,2174076,168833310,77.45,78.15,77.45,77.45,0.25,1263
215,2021-03-19,3280183,250823002,76.8,76.8,76.15,76.35,-1.1,3942
216,2021-03-22,1772130,135518670,76.35,76.85,75.7,76.75,0.4,1958
217,2021-03-23,1147841,88206225,76.9,77.35,76.65,76.7,-0.05,1383
218,2021-03-24,2138151,162016564,75.7,76.1,75.4,75.6,-1.1,4649
219,2021-03-25,2518846,190774858,75.6,76.2,75.15,75.85,0.25,2626
220,2021-03-26,2504475,193044986,76.05,77.3,76.05,77.2,1.35,1930
221,2021-03-29,1659185,129139264,78.0,78.0,77.55,77.7,0.5,1534
222,2021-03-30,1577770,122794646,77.85,78.0,77.6,77.95,0.25,1028
223,2021-03-31,2018211,156410743,77.95,77.95,77.35,77.35,-0.6,1667
224,2021-04-01,1456711,113411471,77.65,78.0,77.65,77.9,0.55,1236
225,2021-04-06,3582067,283365875,79.0,79.35,78.9,79.0,1.1,3390
226,2021-04-07,1183980,93516580,79.0,79.1,78.75,79.1,0.1,2010
227,2021-04-08,1502909,118947453,79.0,79.45,78.5,79.4,0.3,1778
228,2021-04-09,1133623,89909867,79.5,79.6,79.1,79.15,-0.25,1601
229,2021-04-12,1280706,101134773,79.5,79.5,78.55,78.8,-0.35,2420
230,2021-04-13,1307286,103558718,78.8,79.6,78.7,78.8,0.0,1576
231,2021-04-14,1867089,146950414,78.8,79.2,78.2,79.2,0.4,2209
232,2021-04-15,1619840,129011360,79.2,80.0,79.1,80.0,0.8,2091
233,2021-04-16,2412923,192601538,79.95,80.0,79.5,80.0,0.0,2526
234,2021-04-19,1104260,88257406,80.0,80.05,79.7,80.0,0.0,1626
235,2021-04-20,952119,76147311,80.0,80.15,79.65,80.15,0.15,1677
236,2021-04-21,1240007,98573478,80.0,80.0,79.25,79.3,-0.85,2155
237,2021-04-22,1273014,100960990,79.5,79.95,79.0,79.05,-0.25,1965
238,2021-04-23,1046356,83120663,79.05,79.8,78.85,79.8,0.75,1303
239,2021-04-26,2758529,222855208,80.25,81.15,80.25,81.0,1.2,3436
240,2021-04-27,997776,80659100,81.0,81.1,80.65,80.9,-0.1,1554
241,2021-04-28,1348775,108601032,80.85,80.85,80.35,80.55,-0.35,1485
242,2021-04-29,1368812,110830552,81.05,81.35,80.65,80.75,0.2,1392
243,2021-05-03,2496976,198816922,80.65,80.65,79.3,79.35,-1.4,4190
244,2021-05-04,3019679,237455789,79.35,79.4,77.65,78.8,-0.55,5403
245,2021-05-05,2182019,171484192,78.6,78.85,78.05,78.05,-0.75,4499
246,2021-05-06,3834604,301792147,78.2,79.2,78.05,78.8,0.75,3638
247,2021-05-07,1666317,133019740,79.3,80.1,79.15,80.1,1.3,1439
248,2021-05-10,1344404,106859201,80.1,80.1,79.3,79.45,-0.65,2196
249,2021-05-11,4894415,378735494,77.95,78.05,77.0,77.1,-2.35,10013
250,2021-05-12,7171474,537721643,76.4,76.4,73.3,75.8,-1.3,12307
251,2021-05-13,6357744,467909950,73.6,74.75,71.9,73.1,-2.7,10139
252,2021-05-14,2907671,215427045,73.5,74.85,73.5,74.1,1.0,4616
253,2021-05-17,6023269,437503695,72.0,73.9,71.5,72.55,-1.55,9072
254,2021-05-18,2701354,202701910,73.4,76.05,73.35,75.95,3.4,2787
255,2021-05-19,1799738,136027903,76.0,76.25,75.15,75.4,-0.55,2294
256,2021-05-20,1662775,124815849,75.4,75.7,74.65,75.2,-0.2,2536
257,2021-05-21,1367338,103846167,76.05,76.8,75.35,76.05,0.85,1416
258,2021-05-24,1198683,90836537,75.9,76.25,75.4,76.05,0.0,1455
259,2021-05-25,1672276,129182991,76.5,77.6,76.5,77.5,1.45,2284
260,2021-05-26,1976400,153159174,77.55,77.9,77.1,77.55,0.05,2061
261,2021-05-27,1300282,99595588,76.8,77.0,76.2,77.0,-0.55,2015
262,2021-05-28,1665023,129712437,77.6,78.15,77.3,78.05,1.05,1491
263,2021-05-31,1585340,124813635,78.15,79.1,78.15,78.9,0.85,1702
264,2021-06-01,1026064,81091682,78.9,79.35,78.8,79.1,0.2,1352
265,2021-06-02,939256,74033377,79.1,79.2,78.55,78.85,-0.25,1560
266,2021-06-03,1162449,92016014,79.1,79.45,79.0,79.1,0.25,1172
267,2021-06-04,928518,72910477,78.5,78.65,78.3,78.6,-0.5,1391
268,2021-06-07,2548195,200030210,78.7,79.0,77.25,78.75,0.15,3884
269,2021-06-08,1858755,146086984,78.9,78.95,78.3,78.35,-0.4,2075
270,2021-06-09,1907434,148113305,78.1,78.2,77.45,77.75,-0.6,2897
271,2021-06-10,2242711,176922100,77.95,79.2,77.95,79.1,1.35,1964
272,2021-06-11,2110243,168027701,79.4,79.85,79.3,79.4,0.3,1850
273,2021-06-15,1222079,97488561,79.6,79.95,79.6,79.8,0.4,2050
274,2021-06-16,2139126,170616454,79.8,79.85,79.6,79.7,-0.1,2260
275,2021-06-17,1098437,87105997,79.45,79.6,78.9,79.6,-0.1,1217
276,2021-06-18,1237359,98217314,79.8,79.8,79.2,79.2,-0.4,1183
277,2021-06-21,3633060,282937423,78.9,78.9,77.45,77.5,-1.7,6276
278,2021-06-22,1484562,115172300,78.15,78.15,77.35,77.35,-0.15,2031
279,2021-06-23,2819570,221362037,77.95,79.0,77.6,78.8,1.45,2822
280,2021-06-24,1087665,85595556,78.8,78.95,78.55,78.65,-0.15,802
281,2021-06-25,2218064,175761639,79.25,79.5,78.75,78.9,0.25,2193
282,2021-06-28,2157856,170628916,78.9,79.3,78.65,79.2,0.3,2148
283,2021-06-29,1331152,105582754,79.4,79.55,79.1,79.3,0.1,1342
284,2021-06-30,1506155,120365602,79.5,80.05,79.5,79.9,0.6,1550
285,2021-07-01,1434423,114409162,79.8,80.05,79.45,79.6,-0.3,1438
286,2021-07-02,860060,68467419,79.75,79.85,79.4,79.5,-0.1,1071
287,2021-07-05,1689799,135558986,79.9,80.45,79.9,80.3,0.8,2804
288,2021-07-06,2321383,186946808,80.35,80.7,80.35,80.4,0.1,2489
289,2021-07-07,846263,67757652,80.3,80.3,79.7,80.0,-0.4,1897
290,2021-07-08,904871,72323645,80.45,80.45,79.5,79.85,-0.15,1317
291,2021-07-09,4358346,343489561,79.6,79.6,78.55,78.95,-0.9,7020
292,2021-07-12,2809885,224661644,80.1,80.5,79.5,79.85,0.9,2711
293,2021-07-13,2631673,212091191,80.3,80.9,80.15,80.35,0.5,2488
294,2021-07-14,1483808,119455579,80.65,81.0,80.25,80.65,0.3,1420
295,2021-07-15,1676423,135978361,80.65,81.25,80.65,81.25,0.6,2270
296,2021-07-16,2711758,217101241,79.9,80.3,79.65,80.15,0.0,3594
297,2021-07-19,1933956,153423163,79.7,79.7,79.0,79.5,-0.65,3505
298,2021-07-20,2507317,197706267,79.25,79.25,78.5,78.75,-0.75,6552
299,2021-07-21,2240872,176021670,79.05,79.3,78.3,78.65,-0.1,3492
300,2021-07-22,841518,66705929,79.0,79.65,78.95,79.15,0.5,1277
301,2021-07-23,1317574,104214338,79.4,79.55,78.9,79.05,-0.1,1331
302,2021-07-26,3198458,251755498,79.3,79.4,78.4,78.5,-0.55,5239
303,2021-07-27,2393115,187895405,78.75,78.8,78.3,78.35,-0.15,3665
304,2021-07-28,4276861,331342816,78.1,78.6,77.05,78.6,0.25,8743
305,2021-07-29,1320877,103389069,78.5,78.7,77.9,78.7,0.1,2192
306,2021-07-30,922952,72459339,78.7,78.7,78.25,78.3,-0.4,1661
307,2021-08-02,2207385,174410929,78.55,79.5,78.3,79.5,1.2,2059
308,2021-08-03,1780183,141398581,79.45,79.6,79.2,79.6,0.1,1350
309,2021-08-04,1710724,136806400,79.7,80.15,79.6,80.0,0.4,1194
310,2021-08-05,953607,76376788,80.05,80.1,79.9,79.95,-0.05,2380
311,2021-08-06,1997603,159405465,79.95,80.0,79.3,79.8,-0.15,2348
312,2021-08-09,1549269,122961112,79.65,79.65,78.75,79.65,-0.15,1751
313,2021-08-10,1086513,86150929,79.65,79.85,79.0,79.1,-0.55,2174
314,2021-08-11,2092257,164871850,79.1,79.2,78.55,79.0,-0.1,2266
315,2021-08-12,1387064,109204620,79.0,79.0,78.6,78.75,-0.25,1489
316,2021-08-13,2406957,188009080,78.85,78.85,77.95,78.1,-0.65,3987
317,2021-08-16,3724065,289801012,78.05,78.1,77.55,77.8,-0.3,5447
318,2021-08-17,2062186,159812053,77.8,77.8,77.2,77.2,-0.6,4801
319,2021-08-18,2968666,228133871,76.45,77.7,76.1,77.7,0.5,5515
320,2021-08-19,5732390,437051596,77.35,77.35,75.9,75.95,-1.75,10481
321,2021-08-20,4295821,323954188,75.9,76.2,74.8,75.2,-0.75,7876
322,2021-08-23,2015420,155142324,76.0,77.35,76.0,77.05,1.85,2173
323,2021-08-24,1237225,95793821,77.75,77.75,77.3,77.4,0.35,1273
324,2021-08-25,1992672,155680120,77.65,78.35,77.65,78.35,0.95,2021
325,2021-08-26,2456369,193351700,79.2,79.4,78.4,78.75,0.4,2183
326,2021-08-27,2031326,161104554,78.75,79.6,78.6,79.5,0.75,1753
327,2021-08-30,3693889,295171081,79.8,80.15,79.65,80.15,0.65,2915
328,2021-08-31,2187062,175123495,80.2,80.8,79.35,80.8,0.65,2434
329,2021-09-01,1725574,139456048,80.8,81.0,80.5,80.9,0.1,2123
330,2021-09-02,1654470,133455788,80.9,81.1,80.2,80.2,-0.7,1733
331,2021-09-03,2620478,212445954,80.5,81.35,80.5,81.2,1.0,2315
332,2021-09-06,3645933,298278237,81.2,82.35,81.2,81.6,0.4,4710
333,2021-09-07,1444852,117506111,81.8,81.8,81.0,81.25,-0.35,1706
334,2021-09-08,2341374,188929173,81.35,81.35,80.15,80.65,-0.6,2643
335,2021-09-09,1950496,156768375,80.2,80.8,79.85,80.6,-0.05,1783
336,2021-09-10,976646,79269828,80.6,81.45,80.6,81.4,0.8,1710
337,2021-09-13,1147656,93046903,81.35,81.35,80.85,81.05,-0.35,1179
338,2021-09-14,886517,72012138,81.15,81.45,81.0,81.2,0.15,922
339,2021-09-15,1261008,101887187,81.05,81.1,80.5,80.6,-0.6,2070
340,2021-09-16,2694340,216698934,80.6,81.0,80.15,80.5,-0.1,2881
341,2021-09-17,1305042,105405379,80.4,81.05,80.05,80.55,0.05,1084
342,2021-09-22,5610447,440882378,78.7,78.9,78.15,78.8,-1.75,10623
343,2021-09-23,1615812,128230861,79.1,79.65,79.1,79.4,0.6,1686
344,2021-09-24,1447076,115860179,79.85,80.2,79.8,80.2,0.8,1182
345,2021-09-27,2219865,178485980,80.25,80.7,80.05,80.4,0.2,2699
346,2021-09-28,1007082,80333790,80.05,80.05,79.5,79.9,-0.5,1645
347,2021-09-29,3633983,285180080,78.65,78.75,78.25,78.6,-1.3,7830
348,2021-09-30,2432588,190350302,78.6,78.85,77.85,78.55,-0.05,3649
349,2021-10-01,5355649,414033784,78.25,78.25,77.0,77.45,-1.1,12101
